,Date,day,month,year,Confirmed,Deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,geo_level,Confirmed_moving_average,Deaths_moving_average,Peak_confirmed,Peak_deaths,Last_avg_obs_confirmed,Last_avg_obs_deaths,Progress_to_zero_confirmed,Progress_to_zero_deaths
7997,2020-05-23,23,5,2020,7,0,Estonia,EE,EST,1324820.0,Europe,Country,6.0,0.29,,,,,,
7998,2020-05-22,22,5,2020,6,0,Estonia,EE,EST,1324820.0,Europe,Country,6.14,0.43,,,,,,
7999,2020-05-21,21,5,2020,3,0,Estonia,EE,EST,1324820.0,Europe,Country,6.43,0.43,,,,,,
8000,2020-05-20,20,5,2020,7,0,Estonia,EE,EST,1324820.0,Europe,Country,6.14,0.43,,,,,,
8001,2020-05-19,19,5,2020,10,1,Estonia,EE,EST,1324820.0,Europe,Country,5.0,0.43,,,,,,
8002,2020-05-18,18,5,2020,4,0,Estonia,EE,EST,1324820.0,Europe,Country,5.29,0.43,,,,,,
8003,2020-05-17,17,5,2020,4,0,Estonia,EE,EST,1324820.0,Europe,Country,5.86,1.0,,,,,,
8004,2020-05-16,16,5,2020,8,1,Estonia,EE,EST,1324820.0,Europe,Country,5.43,0.86,,,,,,
8005,2020-05-15,15,5,2020,7,1,Estonia,EE,EST,1324820.0,Europe,Country,5.43,0.86,,,,,,
8006,2020-05-14,14,5,2020,5,0,Estonia,EE,EST,1324820.0,Europe,Country,5.0,0.86,,,,,,
8007,2020-05-13,13,5,2020,5,0,Estonia,EE,EST,1324820.0,Europe,Country,5.43,0.86,,,,,,
8008,2020-05-12,12,5,2020,2,1,Estonia,EE,EST,1324820.0,Europe,Country,5.57,0.71,,,,,,
8009,2020-05-11,11,5,2020,6,0,Estonia,EE,EST,1324820.0,Europe,Country,4.86,1.0,,,,,,
8010,2020-05-10,10,5,2020,8,4,Estonia,EE,EST,1324820.0,Europe,Country,4.43,0.57,,,,,,
8011,2020-05-09,9,5,2020,5,0,Estonia,EE,EST,1324820.0,Europe,Country,4.43,0.57,,,,,,
8012,2020-05-08,8,5,2020,7,1,Estonia,EE,EST,1324820.0,Europe,Country,6.71,0.71,,,,,,
8013,2020-05-07,7,5,2020,2,0,Estonia,EE,EST,1324820.0,Europe,Country,7.29,0.71,,,,,,
8014,2020-05-06,6,5,2020,8,0,Estonia,EE,EST,1324820.0,Europe,Country,8.0,0.71,,,,,,
8015,2020-05-05,5,5,2020,3,0,Estonia,EE,EST,1324820.0,Europe,Country,8.14,0.86,,,,,,
8016,2020-05-04,4,5,2020,1,2,Estonia,EE,EST,1324820.0,Europe,Country,9.14,1.0,,,,,,
8017,2020-05-03,3,5,2020,5,1,Estonia,EE,EST,1324820.0,Europe,Country,12.71,0.86,,,,,,
8018,2020-05-02,2,5,2020,5,0,Estonia,EE,EST,1324820.0,Europe,Country,13.86,1.0,,,,,,
8019,2020-05-01,1,5,2020,23,2,Estonia,EE,EST,1324820.0,Europe,Country,15.29,0.86,,,,,,
8020,2020-04-30,30,4,2020,6,0,Estonia,EE,EST,1324820.0,Europe,Country,15.43,1.0,,,,,,
8021,2020-04-29,29,4,2020,13,0,Estonia,EE,EST,1324820.0,Europe,Country,16.0,1.43,,,,,,
8022,2020-04-28,28,4,2020,4,1,Estonia,EE,EST,1324820.0,Europe,Country,16.43,1.29,,,,,,
8023,2020-04-27,27,4,2020,8,3,Estonia,EE,EST,1324820.0,Europe,Country,17.57,1.14,,,,,,
8024,2020-04-26,26,4,2020,30,0,Estonia,EE,EST,1324820.0,Europe,Country,20.86,1.14,,,,,,
8025,2020-04-25,25,4,2020,13,1,Estonia,EE,EST,1324820.0,Europe,Country,22.57,1.29,,,,,,
8026,2020-04-24,24,4,2020,33,1,Estonia,EE,EST,1324820.0,Europe,Country,22.43,1.29,,,,,,
8027,2020-04-23,23,4,2020,7,1,Estonia,EE,EST,1324820.0,Europe,Country,25.57,1.71,,,,,,
8028,2020-04-22,22,4,2020,17,3,Estonia,EE,EST,1324820.0,Europe,Country,29.0,1.71,,,,,,
8029,2020-04-21,21,4,2020,7,0,Estonia,EE,EST,1324820.0,Europe,Country,31.29,2.14,,,,,,
8030,2020-04-20,20,4,2020,16,2,Estonia,EE,EST,1324820.0,Europe,Country,29.71,2.0,,,,,,
8031,2020-04-19,19,4,2020,53,0,Estonia,EE,EST,1324820.0,Europe,Country,28.71,2.0,,,,,,
8032,2020-04-18,18,4,2020,25,2,Estonia,EE,EST,1324820.0,Europe,Country,32.43,1.71,,,,,,
8033,2020-04-17,17,4,2020,32,1,Estonia,EE,EST,1324820.0,Europe,Country,31.0,1.57,,,,,,
8034,2020-04-16,16,4,2020,29,4,Estonia,EE,EST,1324820.0,Europe,Country,32.0,1.43,,,,,,
8035,2020-04-15,15,4,2020,41,3,Estonia,EE,EST,1324820.0,Europe,Country,32.0,1.29,,,,,,
8036,2020-04-14,14,4,2020,23,3,Estonia,EE,EST,1324820.0,Europe,Country,30.29,1.43,,,,,,
8037,2020-04-13,13,4,2020,5,1,Estonia,EE,EST,1324820.0,Europe,Country,40.86,1.57,,,,,,
8038,2020-04-12,12,4,2020,46,0,Estonia,EE,EST,1324820.0,Europe,Country,42.43,1.71,,,,,,
8039,2020-04-11,11,4,2020,51,0,Estonia,EE,EST,1324820.0,Europe,Country,49.86,1.86,,,,,,
8040,2020-04-10,10,4,2020,22,0,Estonia,EE,EST,1324820.0,Europe,Country,58.0,2.71,,,,,,
8041,2020-04-09,9,4,2020,36,3,Estonia,EE,EST,1324820.0,Europe,Country,57.71,2.43,,,,,,
8042,2020-04-08,8,4,2020,41,2,Estonia,EE,EST,1324820.0,Europe,Country,56.14,2.29,,,,,,
8043,2020-04-07,7,4,2020,11,4,Estonia,EE,EST,1324820.0,Europe,Country,59.71,1.71,,,,,,
8044,2020-04-06,6,4,2020,79,2,Estonia,EE,EST,1324820.0,Europe,Country,54.0,1.71,,,,,,
8045,2020-04-05,5,4,2020,57,1,Estonia,EE,EST,1324820.0,Europe,Country,55.14,1.57,,,,,,
8046,2020-04-04,4,4,2020,103,1,Estonia,EE,EST,1324820.0,Europe,Country,45.71,1.43,,,,,,
8047,2020-04-03,3,4,2020,79,6,Estonia,EE,EST,1324820.0,Europe,Country,53.57,0.57,,,,,,
8048,2020-04-02,2,4,2020,34,1,Estonia,EE,EST,1324820.0,Europe,Country,53.71,0.57,,,,,,
8049,2020-04-01,1,4,2020,30,1,Estonia,EE,EST,1324820.0,Europe,Country,51.86,0.43,,,,,,
8050,2020-03-31,31,3,2020,36,0,Estonia,EE,EST,1324820.0,Europe,Country,50.43,0.43,,,,,,
8051,2020-03-30,30,3,2020,39,2,Estonia,EE,EST,1324820.0,Europe,Country,47.71,0.14,,,,,,
8052,2020-03-29,29,3,2020,65,0,Estonia,EE,EST,1324820.0,Europe,Country,41.71,0.14,,,,,,
8053,2020-03-28,28,3,2020,37,0,Estonia,EE,EST,1324820.0,Europe,Country,38.71,0.14,,,,,,
8054,2020-03-27,27,3,2020,134,0,Estonia,EE,EST,1324820.0,Europe,Country,20.86,0.14,,,,,,
8055,2020-03-26,26,3,2020,35,1,Estonia,EE,EST,1324820.0,Europe,Country,20.57,0.0,,,,,,
8056,2020-03-25,25,3,2020,17,0,Estonia,EE,EST,1324820.0,Europe,Country,21.0,0.0,,,,,,
8057,2020-03-24,24,3,2020,26,0,Estonia,EE,EST,1324820.0,Europe,Country,22.14,0.0,,,,,,
8058,2020-03-23,23,3,2020,20,0,Estonia,EE,EST,1324820.0,Europe,Country,27.29,0.0,,,,,,
8059,2020-03-22,22,3,2020,23,0,Estonia,EE,EST,1324820.0,Europe,Country,29.14,0.0,,,,,,
8060,2020-03-21,21,3,2020,16,0,Estonia,EE,EST,1324820.0,Europe,Country,34.29,0.0,,,,,,
8061,2020-03-20,20,3,2020,9,0,Estonia,EE,EST,1324820.0,Europe,Country,34.57,0.0,,,,,,
8062,2020-03-19,19,3,2020,33,0,Estonia,EE,EST,1324820.0,Europe,Country,30.29,0.0,,,,,,
8063,2020-03-18,18,3,2020,20,0,Estonia,EE,EST,1324820.0,Europe,Country,27.86,0.0,,,,,,
8064,2020-03-17,17,3,2020,34,0,Estonia,EE,EST,1324820.0,Europe,Country,23.71,0.0,,,,,,
8065,2020-03-16,16,3,2020,56,0,Estonia,EE,EST,1324820.0,Europe,Country,16.14,0.0,,,,,,
8066,2020-03-15,15,3,2020,36,0,Estonia,EE,EST,1324820.0,Europe,Country,11.14,0.0,,,,,,
8067,2020-03-14,14,3,2020,52,0,Estonia,EE,EST,1324820.0,Europe,Country,3.71,0.0,,,,,,
8068,2020-03-13,13,3,2020,11,0,Estonia,EE,EST,1324820.0,Europe,Country,2.14,0.0,,,,,,
8069,2020-03-12,12,3,2020,3,0,Estonia,EE,EST,1324820.0,Europe,Country,1.71,0.0,,,,,,
8070,2020-03-11,11,3,2020,3,0,Estonia,EE,EST,1324820.0,Europe,Country,1.43,0.0,,,,,,
8071,2020-03-07,7,3,2020,5,0,Estonia,EE,EST,1324820.0,Europe,Country,0.71,0.0,,,,,,
8072,2020-03-06,6,3,2020,3,0,Estonia,EE,EST,1324820.0,Europe,Country,0.29,0.0,,,,,,
8073,2020-03-04,4,3,2020,1,0,Estonia,EE,EST,1324820.0,Europe,Country,0.14,0.0,,,,,,
8074,2020-03-02,2,3,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.14,0.0,,,,,,
8075,2020-03-01,1,3,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.14,0.0,,,,,,
8076,2020-02-29,29,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.14,0.0,,,,,,
8077,2020-02-28,28,2,2020,1,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8078,2020-02-27,27,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8079,2020-02-26,26,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8080,2020-02-25,25,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8081,2020-02-24,24,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8082,2020-02-23,23,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8083,2020-02-22,22,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8084,2020-02-21,21,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8085,2020-02-20,20,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8086,2020-02-19,19,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8087,2020-02-18,18,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8088,2020-02-17,17,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8089,2020-02-16,16,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8090,2020-02-15,15,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8091,2020-02-14,14,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8092,2020-02-13,13,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8093,2020-02-12,12,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8094,2020-02-11,11,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8095,2020-02-10,10,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8096,2020-02-09,9,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8097,2020-02-08,8,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8098,2020-02-07,7,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8099,2020-02-06,6,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8100,2020-02-05,5,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8101,2020-02-04,4,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8102,2020-02-03,3,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8103,2020-02-02,2,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8104,2020-02-01,1,2,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8105,2020-01-31,31,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8106,2020-01-30,30,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8107,2020-01-29,29,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8108,2020-01-28,28,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8109,2020-01-27,27,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8110,2020-01-26,26,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8111,2020-01-25,25,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8112,2020-01-24,24,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8113,2020-01-23,23,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8114,2020-01-22,22,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8115,2020-01-21,21,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8116,2020-01-20,20,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8117,2020-01-19,19,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8118,2020-01-18,18,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8119,2020-01-17,17,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8120,2020-01-16,16,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8121,2020-01-15,15,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8122,2020-01-14,14,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8123,2020-01-13,13,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8124,2020-01-12,12,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8125,2020-01-11,11,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8126,2020-01-10,10,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8127,2020-01-09,9,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8128,2020-01-08,8,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8129,2020-01-07,7,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,0.0,0.0,,,,,,
8130,2020-01-06,6,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,,,,,,,,
8131,2020-01-05,5,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,,,,,,,,
8132,2020-01-04,4,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,,,,,,,,
8133,2020-01-03,3,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,,,,,,,,
8134,2020-01-02,2,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,,,,,,,,
8135,2020-01-01,1,1,2020,0,0,Estonia,EE,EST,1324820.0,Europe,Country,,,,,,,,
8136,2019-12-31,31,12,2019,0,0,Estonia,EE,EST,1324820.0,Europe,Country,,,,,,,,
8137,2020-06-30,30,6,2020,14,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,20.86,0.86,23.86,0.86,20.86,0.86,0.13,0.0
8138,2020-06-29,29,6,2020,36,3,Eswatini,SZ,SWZ,1148133.0,Africa,Country,16.86,0.43,,,,,,
8139,2020-06-28,28,6,2020,17,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,15.0,0.57,,,,,,
8140,2020-06-27,27,6,2020,22,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,17.14,0.57,,,,,,
8141,2020-06-26,26,6,2020,16,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,18.14,0.43,,,,,,
8142,2020-06-25,25,6,2020,16,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,22.0,0.43,,,,,,
8143,2020-06-24,24,6,2020,31,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,19.57,0.29,,,,,,
8144,2020-06-23,23,6,2020,8,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,20.71,0.14,,,,,,
8145,2020-06-22,22,6,2020,8,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,20.14,0.29,,,,,,
8146,2020-06-21,21,6,2020,4,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,21.57,0.14,,,,,,
8147,2020-06-20,20,6,2020,37,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,19.57,0.14,,,,,,
8148,2020-06-19,19,6,2020,23,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,23.57,0.14,,,,,,
8149,2020-06-18,18,6,2020,43,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,21.29,0.14,,,,,,
8150,2020-06-17,17,6,2020,14,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,23.71,0.14,,,,,,
8151,2020-06-16,16,6,2020,16,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,22.43,0.14,,,,,,
8152,2020-06-15,15,6,2020,4,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,23.43,0.0,,,,,,
8153,2020-06-14,14,6,2020,14,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,23.86,0.0,,,,,,
8154,2020-06-13,13,6,2020,23,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,21.29,0.0,,,,,,
8155,2020-06-12,12,6,2020,51,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,14.71,0.0,,,,,,
8156,2020-06-11,11,6,2020,27,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,11.14,0.0,,,,,,
8157,2020-06-10,10,6,2020,31,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,6.71,0.0,,,,,,
8158,2020-06-09,9,6,2020,7,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,6.86,0.14,,,,,,
8159,2020-06-08,8,6,2020,11,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,5.57,0.14,,,,,,
8160,2020-06-07,7,6,2020,17,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,3.71,0.14,,,,,,
8161,2020-06-06,6,6,2020,5,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,3.0,0.14,,,,,,
8162,2020-06-05,5,6,2020,5,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,3.29,0.14,,,,,,
8163,2020-06-04,4,6,2020,2,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.57,0.14,,,,,,
8164,2020-06-03,3,6,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,5.29,0.14,,,,,,
8165,2020-06-02,2,6,2020,8,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,5.0,0.0,,,,,,
8166,2020-06-01,1,6,2020,2,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,6.43,0.0,,,,,,
8167,2020-05-31,31,5,2020,4,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,8.43,0.0,,,,,,
8168,2020-05-30,30,5,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,8.43,0.0,,,,,,
8169,2020-05-29,29,5,2020,7,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.86,0.0,,,,,,
8170,2020-05-28,28,5,2020,11,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.57,0.0,,,,,,
8171,2020-05-27,27,5,2020,5,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.57,0.0,,,,,,
8172,2020-05-26,26,5,2020,6,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,6.71,0.0,,,,,,
8173,2020-05-25,25,5,2020,12,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,5.14,0.0,,,,,,
8174,2020-05-24,24,5,2020,18,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.29,0.0,,,,,,
8175,2020-05-23,23,5,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.71,0.0,,,,,,
8176,2020-05-22,22,5,2020,3,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.29,0.0,,,,,,
8177,2020-05-21,21,5,2020,9,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,3.43,0.0,,,,,,
8178,2020-05-20,20,5,2020,5,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.0,0.0,,,,,,
8179,2020-05-19,19,5,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.43,0.0,,,,,,
8180,2020-05-18,18,5,2020,1,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,5.57,0.0,,,,,,
8181,2020-05-17,17,5,2020,12,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.43,0.0,,,,,,
8182,2020-05-16,16,5,2020,3,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.86,0.0,,,,,,
8183,2020-05-15,15,5,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,9.14,0.0,,,,,,
8184,2020-05-14,14,5,2020,3,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,9.71,0.14,,,,,,
8185,2020-05-13,13,5,2020,9,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,8.43,0.14,,,,,,
8186,2020-05-12,12,5,2020,3,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,8.57,0.14,,,,,,
8187,2020-05-11,11,5,2020,9,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.86,0.14,,,,,,
8188,2020-05-10,10,5,2020,4,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.57,0.14,,,,,,
8189,2020-05-09,9,5,2020,6,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.57,0.14,,,,,,
8190,2020-05-08,8,5,2020,30,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,4.57,0.14,,,,,,
8191,2020-05-07,7,5,2020,7,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,6.43,0.0,,,,,,
8192,2020-05-06,6,5,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.29,0.0,,,,,,
8193,2020-05-05,5,5,2020,4,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,7.57,0.0,,,,,,
8194,2020-05-04,4,5,2020,4,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,9.71,0.0,,,,,,
8195,2020-05-03,3,5,2020,2,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,9.43,0.0,,,,,,
8196,2020-05-02,2,5,2020,6,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,9.71,0.0,,,,,,
8197,2020-05-01,1,5,2020,9,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,8.57,0.0,,,,,,
8198,2020-04-30,30,4,2020,20,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,6.71,0.0,,,,,,
8199,2020-04-29,29,4,2020,6,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,5.86,0.0,,,,,,
8200,2020-04-28,28,4,2020,6,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,5.29,0.0,,,,,,
8201,2020-04-27,27,4,2020,19,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,3.0,0.0,,,,,,
8202,2020-04-26,26,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,3.0,0.0,,,,,,
8203,2020-04-25,25,4,2020,8,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,2.29,0.14,,,,,,
8204,2020-04-24,24,4,2020,1,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,2.14,0.14,,,,,,
8205,2020-04-23,23,4,2020,7,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,1.29,0.14,,,,,,
8206,2020-04-22,22,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,1.29,0.14,,,,,,
8207,2020-04-21,21,4,2020,2,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,1.14,0.14,,,,,,
8208,2020-04-20,20,4,2020,3,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.71,0.14,,,,,,
8209,2020-04-19,19,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,1.0,0.14,,,,,,
8210,2020-04-18,18,4,2020,3,1,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.57,0.0,,,,,,
8211,2020-04-17,17,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.57,0.0,,,,,,
8212,2020-04-16,16,4,2020,1,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.71,0.0,,,,,,
8213,2020-04-15,15,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.71,0.0,,,,,,
8214,2020-04-14,14,4,2020,1,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.71,0.0,,,,,,
8215,2020-04-13,13,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.71,0.0,,,,,,
8216,2020-04-12,12,4,2020,2,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.43,0.0,,,,,,
8217,2020-04-11,11,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.43,0.0,,,,,,
8218,2020-04-10,10,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.43,0.0,,,,,,
8219,2020-04-09,9,4,2020,2,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.14,0.0,,,,,,
8220,2020-04-08,8,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.14,0.0,,,,,,
8221,2020-04-07,7,4,2020,1,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.0,0.0,,,,,,
8222,2020-04-06,6,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.0,0.0,,,,,,
8223,2020-04-05,5,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.0,0.0,,,,,,
8224,2020-04-04,4,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.43,0.0,,,,,,
8225,2020-04-03,3,4,2020,0,0,Eswatini,SZ,SWZ,1148133.0,Africa,Country,0.71,0.0,,,,,,
